,word,f1,f2,f3,f4,f5,f6,f7,number_of_letters,chatgpt_score_encoded,fasttext_A_sim,fasttext_B_sim,fasttext_C_sim
28765,түйнектамыр,0,0,0,0,0,2,0,11,3.0,0.3477368,0.40631348,0.3980151
28766,түйткілді,1,0,0,0,1,0,0,9,2.0,0.38495022,0.4049067,0.40700445
28767,түкіргіш,0,0,2,0,0,0,0,8,2.0,0.4610156,0.5387319,0.52120894
28768,түлету,1,0,0,1,0,0,0,6,1.0,0.3486004,0.38101536,0.36123538
28769,түнделету,0,0,2,0,0,0,0,9,2.0,0.43394935,0.45803365,0.42947486
28770,түнеуу,0,0,2,0,0,0,0,6,1.0,0.5293844,0.5527657,0.49754637
28771,түпдерек,2,0,0,0,0,0,0,8,2.0,0.32967293,0.38998774,0.34431836
28772,түпкіш,0,0,0,0,0,2,0,6,1.0,0.49033132,0.5356441,0.52142084
28773,түпқұжат,0,2,0,0,0,0,0,8,2.0,0.40627986,0.49001613,0.43539432
28774,түп-тек,0,0,0,0,1,1,0,7,2.0,0.42790997,0.45590866,0.4502931
28775,түптену,0,0,1,0,0,1,0,7,2.0,0.37071225,0.39595923,0.36476278
28776,түр-келбет,0,0,0,0,0,2,0,10,3.0,0.501615,0.5445469,0.5321914
28777,түркітілді,0,0,0,1,0,1,0,10,3.0,0.39844143,0.42465165,0.43977562
28778,түрлеу,1,0,0,0,0,1,0,6,1.0,0.5428343,0.5947735,0.57483834
28779,түрлендіргіш,0,0,0,0,0,2,0,12,3.0,0.284934,0.3264041,0.30132854
28780,түрлендіруші,0,1,1,0,0,0,0,12,3.0,0.34276116,0.3886833,0.36219984
28781,түрлес,0,0,0,0,0,2,0,6,1.0,0.34709075,0.38978866,0.3949035
28782,түрлету,0,0,2,0,0,0,0,7,2.0,0.41451892,0.43299225,0.41491228
28783,түрмелету,0,0,0,0,0,2,0,9,2.0,0.46279618,0.50339615,0.47946447
28784,түр-өң,0,0,2,0,0,0,0,6,1.0,0.45994455,0.5057525,0.50229853
28785,түр-түстік,0,0,0,0,0,2,0,10,3.0,0.40443456,0.4418582,0.45077524
28786,түртіну,0,0,0,0,1,1,0,7,2.0,0.4822821,0.5253406,0.542574
28787,түртінектеу,0,0,0,0,0,2,0,11,3.0,0.4334228,0.47123542,0.46308732
28788,түрікменбашы,0,0,0,0,0,2,0,12,3.0,0.37332547,0.40368238,0.41113612
28789,түрікшіл,0,0,0,0,0,2,0,8,2.0,0.36864153,0.4414169,0.47585374
28790,түстаныс,0,0,0,0,0,2,0,8,2.0,0.3843655,0.4443675,0.41730434
28791,түсінік-таным,0,0,0,0,0,2,0,13,4.0,0.5565758,0.63749814,0.5809614
28792,түсінік-түйсік,0,0,1,0,0,1,0,14,4.0,0.5123689,0.576587,0.548639
28793,түсірісу,0,0,1,0,0,1,0,8,2.0,0.39878538,0.38865653,0.36538824
28794,түтіндету,0,0,0,0,2,0,0,9,2.0,0.40015212,0.42615134,0.40005055
28795,түюші,0,0,0,0,1,1,0,5,1.0,0.43820217,0.46397915,0.45669094
28796,тылтиту,0,0,0,1,0,1,0,7,2.0,0.34335327,0.40217188,0.39075017
28797,тынымсыздық,0,1,0,0,0,1,0,11,3.0,0.42033103,0.47496825,0.43229476
28798,тыныстылық,1,0,0,1,0,0,0,10,3.0,0.3952675,0.48013556,0.46269643
28799,тыңдатқызу,0,0,0,0,0,2,0,10,3.0,0.44369704,0.43346286,0.4213212
28800,тыңдаушы-оқырман,0,0,0,0,0,2,0,16,4.0,0.5012285,0.5340022,0.5047386
28801,тыңқию,0,0,2,0,0,0,0,6,1.0,0.411738,0.42942452,0.38156292
28802,тыпыңдау,0,0,0,0,0,2,0,8,2.0,0.3688511,0.40792656,0.3561078
28803,тырағайлау,0,0,1,0,0,1,0,10,3.0,0.40335944,0.4521594,0.4323896
28804,тырқылдау,0,0,0,0,0,2,0,9,2.0,0.40629217,0.45094845,0.4420588
28805,тырмыштау,0,0,0,2,0,0,0,9,2.0,0.4197293,0.49237707,0.5206844
28806,тырнасу,0,0,1,0,0,1,0,7,2.0,0.33633897,0.3605488,0.3431007
28807,тырп-тырп,0,0,2,0,0,0,0,9,2.0,0.29779735,0.33932734,0.37197906
28808,тырсыл,0,0,0,0,1,1,0,6,1.0,0.21810526,0.17940104,0.18582246
28809,тыртию,0,0,1,0,0,1,0,6,1.0,0.34367737,0.3842062,0.42004198
28810,тысырлау,0,0,2,0,0,0,0,8,2.0,0.35852915,0.41161102,0.4220287
28811,тыштыма,2,0,0,0,0,0,0,7,2.0,-0.0048913993,-0.0038371352,-0.027540382
28812,тігулі,0,0,2,0,0,0,0,6,1.0,0.38859782,0.3697156,0.3396693
28813,тігінші-пішуші,0,0,0,0,0,2,0,14,4.0,0.41151395,0.39712068,0.35522595
28814,тізбелену,0,2,0,0,0,0,0,9,2.0,0.43439054,0.5123453,0.4916612
28815,тізгін-шылбыр,0,0,0,2,0,0,0,13,4.0,0.4151964,0.47899002,0.4916544
28816,тізелес,0,0,0,0,0,2,0,7,2.0,0.5301476,0.6039742,0.6000026
28817,тізімдету,0,0,0,0,0,2,0,9,2.0,0.41008085,0.43280557,0.41346487
28818,тіктеуіш,2,0,0,0,0,0,0,8,2.0,0.30089477,0.35536674,0.3686312
28819,тікірейту,0,0,0,1,1,0,0,9,2.0,0.40980938,0.42077056,0.42704713
28820,тілдету,0,0,0,0,0,2,0,7,2.0,0.43147835,0.47083342,0.46723276
28821,тілдік-көркемдік,0,0,0,0,0,2,0,16,4.0,0.42707705,0.50502104,0.5436386
28822,тілдік-қатынастық,2,0,0,0,0,0,0,17,4.0,0.45103872,0.53233755,0.47938812
28823,тіллә,0,0,2,0,0,0,0,5,1.0,0.18333785,0.14801303,0.11583989
28824,тілүйренуші,0,0,0,0,0,2,0,11,3.0,0.4581346,0.4893497,0.4778255
28825,тілші-терминолог,0,0,0,0,0,2,0,16,4.0,0.3887775,0.43849194,0.40719458
28826,тіміскілену,0,0,2,0,0,0,0,11,3.0,0.41122174,0.46007746,0.47397286
28827,тінтушідей,2,0,0,0,0,0,0,10,3.0,0.51420915,0.5635267,0.5341542
28828,тіп-тіке,0,0,2,0,0,0,0,8,2.0,0.5142541,0.56503266,0.6235585
28829,тіс-еріндік,0,0,0,0,0,2,0,11,3.0,0.44583458,0.52241725,0.52614343
28830,тітіркеу,0,0,0,0,2,0,0,8,2.0,0.37368444,0.42791998,0.38932726
28831,уақ-түйек,0,0,0,0,0,2,0,9,2.0,0.44745186,0.4485393,0.38847008
28832,уақыттай,0,2,0,0,0,0,0,8,2.0,0.41809046,0.4496264,0.39028347
28833,уахаби,0,0,0,1,0,1,0,6,1.0,0.22670433,0.33216462,0.34341303
28834,уәжіп-садақа,0,0,0,1,0,1,0,12,3.0,0.5049554,0.5688092,0.47312596
28835,уәкілет,0,2,0,0,0,0,0,7,2.0,0.4582284,0.50150573,0.4642591
28836,уәлилік,0,0,1,0,0,1,0,7,2.0,0.46646363,0.54851407,0.51418644
28837,урбанизациялық,2,0,0,0,0,0,0,14,4.0,0.32669696,0.42065817,0.44747752
28838,уыққап,0,0,0,0,0,2,0,6,1.0,0.20817767,0.23217283,0.21112071
28839,уытқұмарлық,0,1,0,0,0,1,0,11,3.0,0.3282997,0.40425912,0.39215162
28840,ұғымсыз,2,0,0,0,0,0,0,7,2.0,0.50968736,0.593748,0.5745889
28841,ұжымшылдық,2,0,0,0,0,0,0,10,3.0,0.3479154,0.43316722,0.4000865
28842,ұжымішілік,2,0,0,0,0,0,0,10,3.0,0.45517695,0.514347,0.5072712
28843,ұзынды-қысқалы,1,0,1,0,0,0,0,14,4.0,0.3956032,0.3922926,0.40691847
28844,ұзын-қысқалы,0,0,0,0,0,2,0,12,3.0,0.43917942,0.4439471,0.45530516
28845,ұйқассыз,1,0,0,1,0,0,0,8,2.0,0.40962464,0.45627302,0.44999915
28846,ұйқысыздық,1,0,0,1,0,0,0,10,3.0,0.37041155,0.4017709,0.388777
28847,ұйлықтыру,0,0,0,0,0,2,0,9,2.0,0.3340053,0.36926988,0.33946952
28848,ұйпалау,0,0,0,1,0,1,0,7,2.0,0.36521378,0.41872445,0.40281677
28849,ұйпалақ,0,0,1,0,0,1,0,7,2.0,0.28860608,0.32144526,0.3513353
28850,ұйымаралық,0,0,0,0,0,2,0,10,3.0,0.47485957,0.53275305,0.49442506
28851,ұйымдастырушылық-практикалық,0,2,0,0,0,0,0,28,4.0,0.4575382,0.5205471,0.48995748
28852,ұйымдастырушылық-экономикалық,0,0,0,0,0,2,0,29,4.0,0.39500034,0.45738193,0.4382711
28853,ұйымдасушылық,2,0,0,0,0,0,0,13,4.0,0.40796083,0.5121622,0.48905906
28854,ұйымдық-әдістемелік,1,0,0,0,0,1,0,19,4.0,0.35850263,0.43680942,0.4077908
28855,ұйымдық-технологиялық,0,0,0,0,0,2,0,21,4.0,0.36914974,0.44620466,0.42796588
28856,ұйымдық-шаруашылық,0,0,0,0,0,2,0,18,4.0,0.34585977,0.42203405,0.38241813
28857,ұйымдық-экономикалық,0,0,0,0,0,2,0,20,4.0,0.3685126,0.43680188,0.41904485
28858,ұйыстырушылық,0,0,0,0,0,2,0,13,4.0,0.41204587,0.5121481,0.49205685
28859,ұландық,2,0,0,0,0,0,0,7,2.0,0.34394345,0.43714616,0.3985638
28860,ұлт-ұлыс,0,0,0,0,0,2,0,8,2.0,0.5997114,0.6592544,0.5921079
28861,ұлықталу,0,0,0,0,0,2,0,8,2.0,0.40708268,0.4561672,0.4344724
28862,ұмытшақ,0,0,0,0,2,0,1,7,2.0,0.30115366,0.295397,0.2556516
28863,ұрлағыш,0,0,0,0,0,2,0,7,2.0,0.5291989,0.56966585,0.5358912
28864,ұрмай-соқпай,0,0,0,2,0,0,0,12,3.0,0.44980636,0.47097173,0.53521335
28865,ұртоқпақ,0,0,1,0,0,1,0,8,2.0,0.4106375,0.4712679,0.4930964
28866,ұры-қарақшы,0,0,0,0,0,2,0,11,3.0,0.34560424,0.36462897,0.35880634
28867,ұрықтандыру,1,0,0,0,1,0,0,11,3.0,0.3123279,0.2921353,0.2512272
28868,ұрымтал,0,0,1,0,1,0,0,7,2.0,0.34249496,0.3936361,0.4074975
28869,ұрыншақтық,0,0,0,0,0,2,0,10,3.0,0.41909668,0.48478392,0.51596755
28870,ұрыс-төбелес,0,0,1,0,0,1,0,12,3.0,0.38809988,0.4498812,0.4393681
28871,ұсақтық,1,0,0,0,1,0,0,7,2.0,0.45555964,0.53763825,0.5313911
28872,ұстаз-тәлімгер,0,0,0,0,0,2,0,14,4.0,0.39431208,0.4191559,0.36988991
28873,ұстару,0,0,0,0,2,0,0,6,1.0,0.5139787,0.5458075,0.51553494
28874,ұста-шебер,0,0,0,1,0,1,0,10,3.0,0.5857424,0.637074,0.60535604
28875,ұсындыру,2,0,0,0,0,0,0,8,2.0,0.2658988,0.28061405,0.2700396
28876,ұтқызу,1,0,1,0,0,0,0,6,1.0,0.49091712,0.49321312,0.47701627
28877,ұттыру,0,0,0,0,2,0,0,6,1.0,0.42374322,0.4653981,0.450298
28878,ұшан,1,0,0,0,0,1,0,4,1.0,0.104451895,0.12140372,0.13497624
28879,ұшқалақтық,2,0,0,0,0,0,0,10,3.0,0.443619,0.49096626,0.5194308
28880,ұшқындық,2,0,0,0,0,0,0,8,2.0,0.41121444,0.46047735,0.43911892
28881,ұялмай-қызармай,0,0,0,2,0,0,0,15,4.0,0.4804535,0.4913897,0.5190873
28882,үгілу,2,0,0,0,0,0,1,5,1.0,0.23418371,0.28003585,0.28357363
28883,үгіт-өсиет,0,0,0,1,0,1,0,10,3.0,0.5049112,0.61883974,0.5499888
28884,үгітшіл,0,0,0,1,0,1,0,7,2.0,0.42788875,0.52753687,0.49724883
28885,үгітшілік,0,0,0,0,0,2,0,9,2.0,0.34212613,0.44446006,0.42530087
28886,үдерістік,0,0,0,0,0,2,0,9,2.0,0.43098262,0.5099139,0.48862964
28887,үзіксіз,2,0,0,0,0,0,0,7,2.0,0.54940397,0.6080084,0.64124274
28888,үзіліссіздік,2,0,0,0,0,0,0,12,3.0,0.3573942,0.40391928,0.37076417
28889,үзір,0,0,0,2,0,0,0,4,1.0,0.14142056,0.12019876,0.08223515
28890,үйгізу,0,0,2,0,0,0,0,6,1.0,0.4813341,0.48934808,0.4534291
28891,үйелеу,0,0,1,1,0,0,0,6,1.0,0.3623861,0.3855733,0.37598142
28892,үй-қорған,2,0,0,0,0,0,0,9,2.0,0.46948597,0.49903888,0.48144153
28893,үй-құрылыс,0,0,0,0,0,2,0,10,3.0,0.29273114,0.32049364,0.2369761
28894,үйлету,0,0,0,0,0,2,0,6,1.0,0.4858826,0.5374583,0.5141133
28895,үйме-үй,0,0,0,2,0,0,0,7,2.0,0.12790373,0.17598492,0.20496227
28896,үй-тұрмыстық,2,0,0,0,0,0,0,12,3.0,0.34384534,0.42525312,0.38683662
28897,үйшілік,0,0,0,0,2,0,0,7,2.0,0.5330791,0.59554976,0.59488654
28898,үкілеу,1,0,0,1,0,0,0,6,1.0,0.4229429,0.4660991,0.50565857
28899,үлестіруші,1,0,0,0,0,1,0,10,3.0,0.40712175,0.46454382,0.40469718
28900,үміт-арман,2,0,0,0,0,0,0,10,3.0,0.5080755,0.60872555,0.55467284
28901,үмітсіз,1,0,0,1,0,0,0,7,2.0,0.34165928,0.41232118,0.40166613
28902,үміттендіру,0,0,0,2,0,0,0,11,3.0,0.32717204,0.3964592,0.35307723
28903,үн-әуен,0,0,0,0,0,2,0,7,2.0,0.49311435,0.55394906,0.5547718
28904,үндеушілік,0,0,0,1,0,1,0,10,3.0,0.40478867,0.52446866,0.4987902
28905,үнді-иран,0,0,0,0,0,2,0,9,2.0,0.25672787,0.27640963,0.2987524
28906,үнемші,0,0,0,0,2,0,0,6,1.0,0.53105664,0.556241,0.48078305
28907,үңірейісу,0,0,0,0,0,2,0,9,2.0,0.44768208,0.451283,0.4795108
28908,үп-үшкір,0,0,1,1,0,0,0,8,2.0,0.4747752,0.5487979,0.57157713
28909,үпір-шүпір,0,0,1,1,0,0,0,10,3.0,0.32224452,0.33235043,0.29263562
28910,үргілеу,0,0,1,0,0,1,0,7,2.0,0.2318464,0.22985342,0.2729289
28911,үрде,0,0,0,0,0,2,0,4,1.0,0.1401758,0.15701985,0.17080891
28912,үрлесу,0,0,0,0,0,2,0,6,1.0,0.45863318,0.4635758,0.4178802
28913,үрмебұршақ,2,0,0,0,0,0,0,10,3.0,0.35018423,0.37107772,0.33438998
28914,үрілу,2,0,0,0,0,0,0,5,1.0,0.42810953,0.44211537,0.3735744
28915,үсу,1,1,0,0,0,0,0,3,0.0,-0.08848287,-0.14145471,-0.14078072
28916,үстел-орындық,0,0,0,0,0,2,0,13,4.0,0.5176356,0.5816286,0.55959463
28917,үстемділік,0,0,0,0,0,2,0,10,3.0,0.35560554,0.43014318,0.36190245
28918,үстірік,0,0,2,0,0,0,0,7,2.0,0.48210925,0.53640336,0.5758681
28919,үшкілдеу,1,0,0,0,1,0,0,8,2.0,0.48599163,0.52742857,0.5604287
28920,үшкірлеу,2,0,0,0,0,0,0,8,2.0,0.35634738,0.39026773,0.45191413
28921,үшөрім,2,0,0,0,0,0,0,6,1.0,0.5368672,0.5935324,0.5943269
28922,үштомдық,0,0,0,0,0,2,0,8,2.0,0.35013047,0.4145781,0.38712707
28923,үштілді,0,0,0,1,0,1,0,7,2.0,0.27826914,0.25492632,0.24955772
28924,фабула,0,0,0,0,0,2,0,6,1.0,0.10782434,0.14704956,0.19670151
28925,факсограмма,0,2,0,0,0,0,0,11,3.0,0.43098688,0.46346617,0.43293342
28926,фактология,0,0,0,0,0,2,0,10,3.0,0.37491938,0.4407049,0.41321158
28927,фактура,2,0,0,0,0,0,0,7,2.0,0.3421578,0.39963216,0.37882516
28928,фантасмагория,0,0,0,1,0,1,0,13,4.0,0.36016327,0.41623732,0.3897086
28929,фарватер,0,2,0,0,0,0,0,8,2.0,0.21755241,0.25739974,0.26536527
28930,фармакотерапиялық,0,2,0,0,0,0,0,17,4.0,0.34290108,0.4048109,0.33881742
28931,фармация,0,0,0,0,0,2,0,8,2.0,0.21446906,0.25674307,0.19280562
28932,фарфор-фаянс,2,0,0,0,0,0,0,12,3.0,0.4239434,0.49438128,0.46167728
28933,фаст-фуд,0,0,0,0,0,2,0,8,2.0,0.274123,0.259937,0.14366393
28934,фельдшерлік,0,0,0,0,0,2,0,11,3.0,0.36207396,0.36946973,0.3462009
28935,фельетондық,0,0,0,0,0,2,0,11,3.0,0.3916397,0.4517234,0.47749466
28936,фениланин,2,0,0,0,0,0,0,9,2.0,0.32875064,0.39269295,0.34560964
28937,фенол-формальдегид,2,0,0,0,0,0,0,18,4.0,0.26139534,0.30572933,0.2681525
28938,феодалдық-патриархалдық,1,0,0,0,0,1,0,23,4.0,0.28312972,0.3830419,0.40404615
28939,ферментативтік,2,0,0,0,0,0,0,14,4.0,0.29448807,0.38582003,0.33847046
28940,ферменттік,0,2,0,0,0,0,0,10,3.0,0.28176516,0.37351888,0.30480108
28941,ферромагнетик,2,0,0,0,0,0,0,13,4.0,0.20019422,0.2700645,0.2843526
28942,ферросилиций,2,0,0,0,0,0,0,12,3.0,0.15705174,0.25590402,0.2343045
28943,феррохром,2,0,0,0,0,0,0,9,2.0,0.20704731,0.2878611,0.25692564
28944,фертиль,0,2,0,0,0,0,0,7,2.0,0.37846342,0.40085128,0.3447262
28945,фетишизм,1,0,0,1,0,0,0,8,2.0,0.15047823,0.2285381,0.19979881
28946,фиброз,1,0,0,0,0,1,0,6,1.0,0.10842688,0.13051082,0.18583173
28947,физика-химия,0,0,0,1,0,1,0,12,3.0,0.26478738,0.31352046,0.26604885
28948,физиогномика,0,0,0,0,0,2,0,12,3.0,0.41946095,0.46851024,0.4516992
28949,физиологиялық-биохимиялық,1,0,0,0,0,1,0,25,4.0,0.40795827,0.46632585,0.4247584
28950,филиалдану,0,2,0,0,0,0,0,10,3.0,0.40042976,0.41292554,0.37160137
28951,филиалдық,0,0,0,0,0,2,0,9,2.0,0.3543449,0.3916451,0.38219345
28952,философ-ақын,2,0,0,0,0,0,0,12,3.0,0.3929353,0.46688023,0.4889183
28953,философ-гуманист,2,0,0,0,0,0,0,16,4.0,0.32571894,0.41071725,0.39400125
28954,фильмографиялық,0,2,0,0,0,0,0,15,4.0,0.46115473,0.5091717,0.48997986
28955,фильтрлеу,2,0,0,0,0,0,0,9,2.0,0.3925609,0.42662752,0.39428607
28956,финалдық,0,0,0,2,0,0,0,8,2.0,0.31265298,0.310103,0.28396142
28957,фитнесклуб,0,0,0,0,1,1,0,10,3.0,0.47739613,0.5028501,0.46210623
28958,фитогеография,2,0,0,0,0,0,0,13,4.0,0.35950089,0.39013308,0.35695392
28959,фитомелиоративтік,0,2,0,0,0,0,0,17,4.0,0.36215022,0.42746687,0.4029451
28960,фитоциология,2,0,0,0,0,0,0,12,3.0,0.44370422,0.5167348,0.49373022
28961,фланер,0,2,0,0,0,0,0,6,1.0,0.3474389,0.36704263,0.349967
28962,флексиялық,0,0,0,0,0,2,0,10,3.0,0.44457343,0.5206488,0.5277106
28963,флэш-жад,0,0,0,1,0,1,0,8,2.0,0.18231039,0.23800687,0.23071782
28964,флюгер,0,0,0,1,0,1,0,6,1.0,0.07933321,0.051354893,0.0028610053
28965,флюорит,1,0,0,0,0,1,0,7,2.0,0.10992402,0.17117658,0.24789494
28966,фокстерьер,2,0,0,0,0,0,0,10,3.0,0.22146861,0.2393794,0.25608304
28967,фокусшы,2,0,0,0,0,0,0,7,2.0,0.20469739,0.19618693,0.17755367
28968,фокусшылдық,2,0,0,0,0,0,0,11,3.0,0.42434362,0.5149116,0.5182437
28969,фольга,2,0,0,0,0,0,0,6,1.0,0.27740276,0.29502466,0.28048837
28970,фольклорсыз,0,0,0,2,0,0,0,11,3.0,0.5009238,0.5355024,0.54803574
28971,фоноқұжатты,0,2,0,0,0,0,0,11,3.0,0.4594053,0.5141349,0.48885217
28972,фонотека,0,2,0,0,0,0,0,8,2.0,0.297091,0.34309363,0.32727632
28973,формалау,2,0,0,0,0,0,0,8,2.0,0.38743344,0.42202932,0.42686585
28974,формалистік,0,0,0,0,0,2,0,11,3.0,0.3985283,0.47807404,0.5227368
28975,формамид,2,0,0,0,0,0,0,8,2.0,0.40307194,0.4529066,0.42221814
28976,фотобейне,0,0,0,1,0,1,0,9,2.0,0.34330705,0.38154268,0.37376294
28977,фотобуклет,0,2,0,0,0,0,0,10,3.0,0.4481601,0.48816302,0.4664661
28978,фотозертхана,1,0,0,1,0,0,0,12,3.0,0.3414494,0.36662912,0.279827
28979,фотокомпозиция,0,2,0,0,0,0,0,14,4.0,0.33041024,0.39779544,0.38419026
28980,фотокөрме,2,0,0,0,0,0,0,9,2.0,0.2505932,0.30065092,0.27331796
28981,фотокөшіргіш,0,2,0,0,0,0,0,12,3.0,0.3486173,0.40386745,0.38313663
28982,фотоқатар,0,2,0,0,0,0,0,9,2.0,0.38591725,0.3924316,0.3483552
28983,фотолиз,2,0,0,0,0,0,0,7,2.0,0.27061135,0.3156837,0.27218327
28984,фотоматериал,0,0,0,1,0,1,0,12,3.0,0.31011957,0.36619833,0.31304753
28985,фотомеханикалық,0,2,0,0,0,0,0,15,4.0,0.36317572,0.42482564,0.42958915
28986,фотопластинка,2,0,0,0,0,0,0,13,4.0,0.26159984,0.3012176,0.31987587
28987,фотоскриптер,0,2,0,0,0,0,0,12,3.0,0.42017293,0.47297344,0.41926327
28988,фотосфера,2,0,0,0,0,0,0,9,2.0,0.31063947,0.33071497,0.30631158
28989,фототоптама,0,2,0,0,0,0,0,11,3.0,0.47073638,0.52731186,0.45380846
28990,фототрофты,2,0,0,0,0,0,0,10,3.0,0.28067088,0.3340761,0.3091638
28991,фототүсірім,0,2,0,0,0,0,0,11,3.0,0.3040622,0.30175102,0.27207878
28992,фотоэлектрлік,0,1,0,0,0,1,0,13,4.0,0.29015473,0.33270216,0.34166503
28993,фотоэлектрометр,2,0,0,0,0,0,0,15,4.0,0.28295603,0.31197226,0.29545185
28994,фотоэффект,2,0,0,0,0,0,0,10,3.0,0.28316018,0.29081988,0.31037563
28995,функционалдық-графиктік,2,0,0,0,0,0,0,23,4.0,0.4430326,0.5069854,0.5104971
28996,фургон,2,0,0,0,0,0,0,6,1.0,0.12711821,0.17153683,0.18664335
28997,хазірет-ұстаз,0,0,0,0,2,0,0,13,4.0,0.347919,0.41524917,0.39894998
28998,хақтық,0,0,0,0,0,2,0,6,1.0,0.4795555,0.55855066,0.556909
28999,хақтық,0,0,0,0,0,2,0,6,1.0,0.4795555,0.55855066,0.556909
29000,хақтық,0,0,0,1,0,0,0,6,1.0,0.4795555,0.55855066,0.556909
29001,хақтық,0,0,0,1,0,0,0,6,1.0,0.4795555,0.55855066,0.556909
29002,халықтық-республикалық,2,0,0,0,0,0,0,22,4.0,0.4895893,0.5487589,0.540713
29003,харап болу,0,0,0,0,0,2,0,10,3.0,0.5658572,0.6116537,0.5656918
29004,харекет,0,0,0,2,0,0,0,7,2.0,0.38764316,0.46410775,0.419766
29005,хатқалта,2,0,0,0,0,0,0,8,2.0,0.4055551,0.42624387,0.4251669
29006,хаттай,0,0,0,0,0,2,0,6,1.0,0.38020936,0.43471283,0.42202136
29007,хаттық,0,2,0,0,0,0,0,6,1.0,0.51232487,0.61044216,0.587693
29008,хемосинтез,2,0,0,0,0,0,0,10,3.0,0.2300991,0.27374583,0.2061403
29009,хемотроника,2,0,0,0,0,0,0,11,3.0,0.29622918,0.34578648,0.2881417
29010,хемотрофты,2,0,0,0,0,0,0,10,3.0,0.25433707,0.31001526,0.2845182
29011,химия-биология,1,0,0,0,0,1,0,14,4.0,0.27783287,0.31948784,0.27726957
29012,химиялық-термодинамикалық,2,0,0,0,0,0,0,25,4.0,0.35635707,0.42142737,0.39408663
29013,химиялы-технологиялық,2,0,0,0,0,0,0,21,4.0,0.5042299,0.5824094,0.52631843
29014,хинин,0,0,0,0,0,2,0,5,1.0,0.118570164,0.1615262,0.120940134
29015,хинолин,2,0,0,0,0,0,0,7,2.0,0.17130472,0.25902152,0.24428308
29016,хламидоспора,2,0,0,0,0,0,0,12,3.0,0.20014909,0.23029587,0.23628876
29017,хлор-ионды,2,0,0,0,0,0,0,10,3.0,0.4605769,0.540613,0.4971754
29018,хлорметилпропан,2,0,0,0,0,0,0,15,4.0,0.42506725,0.5017563,0.4500164
29019,хлорпентан,2,0,0,0,0,0,0,10,3.0,0.40581164,0.48357615,0.46141613
29020,хлор-сілті,0,2,0,0,0,0,0,10,3.0,0.47092837,0.550914,0.5176842
29021,хлорсірке,2,0,0,0,0,0,0,9,2.0,0.435433,0.49307212,0.44715136
29022,хондральды,2,0,0,0,0,0,0,10,3.0,0.34927425,0.4212974,0.39586532
29023,хордалы,2,0,0,0,0,0,0,7,2.0,0.3313443,0.3225633,0.2900721
29024,хостинг,2,0,0,0,0,0,0,7,2.0,0.28333896,0.29004925,0.2625526
29025,хрестоматиялық,0,0,0,0,0,2,0,14,4.0,0.3379615,0.38409838,0.37835786
29026,хронограф,0,2,0,0,0,0,0,9,2.0,0.12459418,0.15242964,0.14639322
29027,хрустальдай,1,0,0,1,0,0,0,11,3.0,0.24216409,0.25597468,0.29311526
29028,целлофан,2,0,0,0,0,0,0,8,2.0,0.3135206,0.31486276,0.3092446
29029,цемент-бетон,0,0,0,1,0,1,0,12,3.0,0.31380296,0.37840515,0.39856604
29030,цензорлық,0,2,0,0,0,0,0,9,2.0,0.42705798,0.5273378,0.52474827
29031,центрифуга,2,0,0,0,0,0,0,10,3.0,0.26870072,0.29353347,0.24292907
29032,центрлік,2,0,0,0,0,0,0,8,2.0,0.27872124,0.319731,0.32619336
29033,цикламен,2,0,0,0,0,0,0,8,2.0,0.31277514,0.32309332,0.2636865
29034,циклділік,2,0,0,0,0,0,0,9,2.0,0.43841767,0.5166456,0.45342872
29035,цис-изомер,2,0,0,0,0,0,0,10,3.0,0.22031383,0.26631123,0.2114723
29036,цитогенез,2,0,0,0,0,0,0,9,2.0,0.28377658,0.30904558,0.31089333
29037,цитоқаңқа,2,0,0,0,0,0,0,9,2.0,0.3873072,0.44444108,0.39729735
29038,цитология,2,0,0,0,0,0,0,9,2.0,0.1985927,0.21913439,0.19795173
29039,цитопласт,2,0,0,0,0,0,0,9,2.0,0.3039079,0.35583505,0.34292915
29040,цитохимия,2,0,0,0,0,0,0,9,2.0,0.24536875,0.29081124,0.25564378
29041,цитрустық,2,0,0,0,0,0,0,9,2.0,0.41693413,0.47584456,0.4155466
29042,циферблат,2,0,0,0,0,0,0,9,2.0,0.19504413,0.11811105,0.071424
29043,цифровизация,0,0,0,0,0,2,0,12,3.0,0.31791788,0.38005745,0.33838797
29044,чартерлік,0,0,0,0,0,2,0,9,2.0,0.28860858,0.339421,0.32505974
29045,чекист,0,0,0,0,0,2,0,6,1.0,0.0017844174,0.028151598,0.06448886
29046,чип,0,0,0,2,0,0,0,3,0.0,0.0041724797,-0.028824562,-0.043880925
29047,шабандоздық,2,0,0,0,0,0,0,11,3.0,0.44743493,0.49141833,0.45407534
29048,шабуылқор,0,0,0,0,0,2,0,9,2.0,0.3570181,0.3882855,0.33418924
29049,шабындықта,0,0,2,0,0,0,0,10,3.0,0.43721673,0.46164247,0.44208714
29050,шағи,2,0,0,0,0,0,0,4,1.0,0.011812473,0.014269685,0.07059094
29051,шағылғыш,0,2,0,0,0,0,0,8,2.0,0.46749216,0.51897216,0.5248753
29052,шағымпаз,0,0,0,0,0,2,0,8,2.0,0.36730367,0.44132718,0.4157466
29053,шағырлы,0,1,0,0,0,1,0,7,2.0,0.5810022,0.6243977,0.63106465
